情投意忺 情投谊合 协心戮力 协心同力 道合志同
齐名并价 重望高名 名门世族 富贵显荣 同功一体
落荒而走 高飞远走 避迹藏时 东藏西躲 东躲西藏
絮絮叨叨 一口三舌 百舌之声 一长一短 数东瓜，道茄子
丰姿冶丽 鲜艳夺目 浓妆艳抹 丰富多彩 艳色绝世
三等九般 三六九等 千汇万状 三等九格 众多非一
无私有意 以意逆志 以己之心，度人之心 若要人不知，除非己莫为 惹祸招灾
以手加额 笑容可掬 扼腕抵掌 满脸春色 眉花眼笑
朝歌暮弦 朝歌夜弦 饱食终日 醉舞狂歌 无情无绪
盈盈一水 咫尺千里 近在咫尺 鲁卫之政 一箭之地
坑蒙拐骗 损己利人 趁人之危 取巧图便 趁火抢劫
地瘠民贫 民困国贫 牛衣岁月 生民涂炭 贫困潦倒
推本溯源 积本求原 归根究柢 叩源推委 追根寻底
返我初服 退步抽身 还淳反古 散带衡门 解衣衣人
轻财重士 轻财敬士 轻财好士 轻财仗义 重义轻财
同心一力 同心叶力 协心同力 同心合胆 同心并力
合情合理 理之当然 惬心贵当 理所当然 十全十美
云窗月帐 云窗月户 安乐窝 焚香扫地 水软山温
寄迹山林 枕石嗽流 枕岩漱流 山栖谷饮 林栖谷隐
高飞远集 走为上计 去危就安 行不履危 别作良图
长眠不起 一命归阴 一命归西 神灭形消 骨化形销
照章办事 例行差事 按步就班 规重矩叠 规重矩迭
正色厉声 危言正色 正色敢言 正言厉颜 词正理直
胡思乱量 游思妄想 胡思乱想 镌空妄实 执迷不醒
握发吐哺 大厦栋梁 丰年玉荒年谷 求贤若渴 握发吐飧
秉公任直 洁己奉公 洁清自矢 持正不阿 不自满假
山重水复 重山复水 横峰侧岭 千岩万壑 峰回路转
如醉初醒 醉生梦死 醉山颓倒 酩酊烂醉 如梦初觉
牵肠割肚 镂心刻骨 拊心泣血 叩心泣血 情凄意切
有识之士 高才远识 超世之才 志美行厉 闳识孤怀
孺子可教 敬贤爱士 点头咂嘴 识才尊贤 天上麒麟
自行其是 惟利是趋 惟利是图 惟利是视 惟利是求
莫逆于心 义气相投 道合志同 声气相投 气义相投
层见叠出 终而复始 层见迭出 至再至三 颠来倒去
利害得失 成败得失 是非得失 兴利除弊 利害相关
狼艰狈蹶 啮雪餐毡 枯鱼病鹤 如蹈水火 牛衣岁月
千汇万状 千变万状 各色名样 各色各样 千形万状
和睦相处 以礼相待 变躬迁席 淫朋密友 看人行事
闪烁其词 业业矜矜 敬终慎始 如履如临 斤斤自守
拂袖而去 袒臂挥拳 揎拳掳袖 揎腕攘臂 揎拳捋袖
超群绝伦 超然迈伦 超迈绝伦 超群拔类 轶群绝类
带月披星 映雪囊萤 夙兴夜处 夕寐宵兴 夜以继昼
吾膝如铁 桀骜难驯 傲头傲脑 铁肠石心 吃软不吃硬
没世不忘 深铭肺腑 刊心刻骨 永志不忘 铭心镂骨
英声茂实 休声美誉 讽德诵功 誉满天下 颂德歌功
移风易尚 移风改俗 移风革俗 移风平俗 改政移风
藏头亢脑 若隐若现 潜形匿迹 匿迹隐形 懵懵懂懂
大有起色 鸟枪换炮 端倪可察 焕然一新 出幽迁乔
东碰西撞 东奔西撞 东闯西走 东跑西颠 东驰西撞
歼一警百 杀一利百 杀一警百 杀一砺百 杀一儆百
知难而进 择善而行 兵来将挡，水来土掩 兵来将敌，水来土堰 兵来将迎，水来土堰
寂然无声 悄然无声 更深人静 夜深人静 寂然不动
小手小脚 二心两意 迟疑未决 迟疑不决 优游不断
放荡不羁 放浪不羁 恣意妄行 恣意妄为 放诞不拘
兰质蕙心 花颜月貌 杏脸桃腮 鱼沉雁落 柳夭桃艳
来去分明 照章办事 谨行俭用 井井有法 利不亏义
见机而作 急起直追 事不宜迟 势在必行 随事制宜
游戏笔墨 游戏翰墨 嬉笑怒骂 拆白道字 调墨弄笔
蕤宾铁响 曲尽奇妙 神乎其技 逞工炫巧 成风尽垩
狼子兽心 兽心人面 人面兽心 惨无人理 惨无人道
令人起敬 驿使梅花 驿路梅花 在天之灵 心虔志诚
黄绢幼妇 黄卷幼妇 妙不可言 穷极要妙 熊韬豹略
人情世故 敬终慎始 将心比心 守正不挠 秉公任直
流移失所 无家可归 无家可奔 孤苦零丁 流落江湖
三六九等 众多非一 三等九格 三等九般 万别千差
山崩地陷 山崩海啸 地崩山摧 山崩地塌 山崩地裂
东奔西逃 东奔西窜 东逃西窜 东磕西撞 仓皇出逃
全知全能 全智全能 浑身解数 全能全智 尽多尽少
志满意得 志得意满 完好无缺 十全十美 既成事实
杳不可闻 忍无可忍 寂然无声 杳无影响 不绝于耳
平心静气 神情自若 坦然自若 心平气定 稳坐钓鱼船
长篇大套 长篇大论 论列是非 闳言高论 闳言崇议
胜不骄，败不馁 不自满假 平心静气 平心易气 事缓则圆
焕然一新 面目一新 焕然如新 改名换姓 变名易姓
火上弄冰 手到拈来 热熬翻饼 排山压卵 易于拾遗
东搜西罗 旁搜博采 旁搜远绍 爬梳洗剔 旁蒷远绍
怜贫惜老 惜老怜贫 怜贫恤老 恤老怜贫 济苦怜贫
深仇大恨 深雠大恨 深仇重怨 刻骨崩心 同心敌忾
龙精虎猛 踔厉奋发 热血沸腾 如龙似虎 气血方刚
赞口不绝 赞不绝口 誉不绝口 溢美之言 溢美之语
挺而走险 铤鹿走险 铤而走险 挺鹿走险 行险徼幸
面如土色 面若死灰 色若死灰 色如死灰 面无人色
救困扶危 救难解危 扶危救困 振穷恤贫 济苦怜贫
拽巷逻街 拽巷攞街 拽巷啰街 大吆小喝 大声疾呼
凤狂龙躁 忽冷忽热 唾壶击缺 仿徨失措 徬徨失措
时望所归 重望高名 威震天下 身显名扬 道高德重
优哉游哉 栖冲业简 安身乐业 枕稳衾温 悠哉游哉
竭力虔心 尽力而为 埋头苦干 目注心营 全力以赴
负诟忍尤 讨是寻非 东怨西怒 挑毛拣刺 披毛求疵
凫居雁聚 蜂屯蚁聚 交颈并头 言谈林薮 云屯星聚
天冠地屦 大相迳庭 大有迳庭 势如水火 冰炭不同炉
以为后图 稳步前进 有朝一日 百凡待举 长久之计
斗霜傲雪 斗志昂扬 不挠不屈 吾膝如铁 浴血奋战
一举一动 一言一行 寸积铢累 无施不效 慎小谨微
陈词滥调 陈辞滥调 陈言肤词 七穿八洞 因陋守旧
曾参杀人 蛇口蜂针 魂飞魄丧 造谣生事 三蛇七鼠
愤愤不平 无名火气 怒火冲天 冲冠发怒 冲冠怒发
否往泰来 否去泰来 否终复泰 否极泰回 时来运来
卑鄙无耻 不知人间有羞耻事 罪应万死 滔天之罪 罪当万死
甘旨肥浓 炰鳖脍鲤 八珍玉食 雕蚶镂蛤 珍馐美馔
眼馋肚饱 贪欲无艺 获陇望蜀 攫金不见人 一口两匙
宵鱼垂化 阳春有脚 霄鱼垂化 入铁主簿 有风有化
排忧解难 消愁解闷 咬紧牙关 调神畅情 事缓则圆
极古穷今 尽多尽少 无所不尽其极 俠多俠少 变化无穷
三五成群 三三五五 三三两两 攒三聚五 成双作对
百折不移 服牛乘马 持盈守成 丹心如故 信守不渝
相映成趣 遣兴陶情 烘托渲染 饶有风趣 交相辉映
无了无休 不了而了 不了不当 不知所终 永无止境
事与原违 事败垂成 劳而无功 事与愿违 适居其反
陷于缧绁 缧绁之忧 枷脰械手 铁窗风味 披枷戴锁
居重驭轻 拥兵自固 持衡拥璇 行师动众 安国宁家
忧国奉公 励精求治 历精图治 历精为治 宵旰图治
慎小事微 慎小谨微 敬终慎始 小枉大直 甄心动惧
面不改色 面不改容 不慌不忙 神色自若 泰然自若
还年驻色 还年却老 还年卻老 驻颜益寿 福寿年高
握瑜怀玉 雅人韵士 咳珠唾玉 锦心绣腹 锦心绣肠
牵五挂四 肩背相望 继继承承 源源不断 绵绵不断
异地相逢 陌路相逢 流落他乡 离乡别土 离乡别井
社威擅势 倚官仗势 倚官挟势 威重令行 秉钧持轴
知足知止 知足不辱 于心无愧 心满意得 陶然自得
逸群之才 超世之才 才识过人 超群越辈 轶群绝类
从头彻尾 通首至尾 自始自终 自始至终 无了无休
暮景残光 夕阳西下 日落西山 桑榆暮景 桑榆末景
无庸赘述 脱口而出 大言不惭 何足介意 当耳边风
领异标新 别出新裁 别出新意 精妙绝伦 花样翻新
怒目横眉 横眉怒目 直眉睖眼 嗔目切齿 怒目而视
落叶知秋 叶落知秋 一叶知秋 一叶落知天下秋 橙黄橘绿
飞文染翰 飞书走檄 奋笔疾书 拈毫弄管 染翰成章
营营逐逐 五抢六夺 决命争首 一溜烟 风驰电赴
闲邪存诚 虚己受人 傲不可长 明辨是非 三复白圭
策无遗算 不爽毫发 巨细无遗 十全十美 完好无缺
没精打彩 心低意沮 萎糜不振 垂首丧气 灰心短气
救困扶危 救难解危 救苦弭灾 扶危救困 如解倒悬
拉拉杂杂 乱七八糟 乌七八糟 污七八糟 东横西倒
打成一片 党坚势盛 群威群胆 铁板一块 辑志协力
点指画字 赌咒发誓 立此存照 照章办事 按名责实
云集响应 一心同归 一心一德 举国一致 分工合作
仁心仁术 救死扶危 救急扶伤 回春妙手 感戴二天
推诚布公 正大光明 言行相副 言信行果 言行信果
利深祸速 盈满之咎 灾难深重 雪上加霜 福不重至，祸必重来
心慈面软 温润而泽 和蔼近人 和蔼可亲 和容悦色
汲汲皇皇 急痛攻心 计穷势蹙 急不暇择 日不我与
楞头楞脑 木头木脑 呆头呆脑 傻头傻脑 没轻没重
绳之以法 文深网密 严刑峻法 以杀去杀 以杀止杀
远见卓识 闳识孤怀 高才远识 才高识远 才识过人
执法如山 铁证如山 文深网密 不易之典 恩重如山
见义必为 见义勇为 见义当为 见义敢为 捐身徇义
东扭西捏 涎皮赖脸 拿腔做势 恶作剧 拿腔作调
急痛攻心 惶恐不安 惶惶不安 心慌撩乱 忐忑不定
鸿笔丽藻 神施鬼设 铿金霏玉 凤彩鸾章 凤采鸾章
唇不离腮 打得火热 痛痒相关 河同水密 蜜里调油
无其伦比 无与比伦 无与伦比 何其相似乃尔 青云独步
赏善罚恶 赏贤罚暴 除邪惩恶 惩恶劝善 劝善惩恶
本相毕露 真相毕露 面目一新 凶相毕露 了了可见
食租衣税 衣租食税 自食其力 民生在勤 自给自足
南贩北贾 闯南走北 闯荡江湖 奔走钻营 昼夜兼程
病国殃民 误国殃民 辱国殄民 蠹政害民 蠹政病民
钻火得冰 煎水作冰 一手托天 乌头白，马生角 乌头白马生角
故技重演 旧瓶装新酒 故伎重演 另开生面 不主故常
才疏志大 有志无时 风流潇洒 高才远识 才华超众
正大堂煌 正大堂皇 堂哉皇哉 明公正气 堂而皇之
一败涂地 河决鱼烂 身废名裂 身败名隳 壹败涂地
移有足无 加枝添叶 承上启下 损有余补不足 加油加醋
穿红着绿 披罗戴翠 花枝招展 鸾回凤翥 花枝招飍
泛泛之谈 泛泛而谈 妄言妄听 皮相之见 大发谬论
改行为善 改行迁善 改行从善 积习难除 积习难改
不可向迩 行不履危 不可乡迩 避凶趋吉 傲不可长
兰质薰心 兰质熏心 仪静体闲 金屋娇娘 鹄峙鸾停
神情恍惚 昏迷不醒 魂摇魄乱 心慌撩乱 倾摇懈弛
裕民足国 富国裕民 国富民安 安国富民 富国安民
无明无夜 没日没夜 冥昭瞢闇 无昼无夜 连日继夜
骈兴错出 雨后春笋 日出不穷 人才辈出 春笋怒发
骐骥过隙 流光易逝 窗间过马 追风蹑景 蹑影追风
不避艰险 艰苦奋斗 愤不顾身 不避汤火 不避水火
投卵击石 面壁磨砖 星落云散 一败涂地 小手小脚
话中有话 话里有话 异口同声 异口同韵 同然一辞
贵贱无常 贵贱高下 时易世变 时移世易 做人做世
食甘寝宁 鼓腹含和 食甘寝安 心满原足 心满愿足
诡诞不经 诞幻不经 诞妄不经 诞罔不经 诞谩不经
鸡犬桑麻 万赖无声 万赖俱寂 万籁无声 安乐窝
如水赴壑 蜂拥而上 众川赴海 一心同归 蜂附云集
毛发丝粟 米粒之珠 寸丝半粟 一针一线 一草一木
泛泛之谈 泛泛而谈 无庸赘述 闲是闲非 姑妄言之
超凡出世 求亲告友 改行自新 降心顺俗 求亲靠友
无往不克 无所不及 无往不胜 无远弗届 径行直遂
不可胜纪 不可胜记 不计其数 不可胜举 一天星斗
抱令守律 恪守成宪 践规踏矩 恪守不渝 泥古拘方
匡乱反正 整纷剔蠹 除奸革弊 救偏补弊 以绝后患
日省月课 学而时习之 一日三省 昼干夕惕 再三再四
千言万语 说千说万 万语千言 千言万说 千语万言
抚躬自问 反身自问 迁思回虑 扪心自问 反躬自省
七穿八烂 七穿八洞 河决鱼烂 金钗换酒 橘化为枳
敬终慎始 出纳之吝 未敢苟同 顺我者生，逆我者死 临财不苟
缘情体物 指事类情 清浑皁白 不知所以 比物此志
林下风度 袅袅亭亭 千娇百媚 步步生莲花 婀娜多姿
通才硕学 学富才高 閒今铸古 宏儒硕学 通今达古
公正无私 守正不挠 公平无私 正直无邪 正直无私
受宠若惊 闻宠若惊 一则以喜，一则以惧 鬻宠擅权 被宠若惊
时移势迁 相差无几 终始若一 终始不渝 此一时彼一时
碎心裂胆 胆丧魂惊 胆丧魂消 踨蹐不安 惊神破胆
删华就素 优游岁月 朴素无华 栖冲业简 优游卒岁
抱关执籥 抱关执钥 闭合思过 闭阁思过 奉公如法
燕巢卫幕 食不下咽 火山汤海 垂饵虎口 啮雪餐毡
天道宁论 妄谈祸福 有口无行 命中注定 出何经典
装神弄鬼 坑蒙拐骗 见雀张罗 盗食致饱 坑绷拐骗
比肩叠迹 比肩迭迹 挨肩擦背 亚肩叠背 亚肩迭背
自愧弗如 自愧不如 引以为耻 羞面见人 愧不敢当
原形败露 真相毕露 面目一新 弄假成真 本相毕露
转灾为福 遇难呈祥 遇难成祥 利灾乐祸 避祸就福
血口喷人 恶语伤人 蛇口蜂针 恶言詈辞 恶语相加
鼠心狼肺 居心险恶 驴心狗肺 豺狼野心 心辣手狠
长风破浪 一往无前 踔厉奋发 蹈锋饮血 一往直前
饮气吞声 屏声敛息 屏声息气 不声不响 不声不气
三复白圭 小心谨慎 祸从口出，患从口入 如履如临 谨言慎行
不偏不党 公平正直 公正不阿 正直无邪 秉正无私
哄动一时 风行一世 引人注目 名震一时 轰动一时
有头无尾 有始无终 胸无成竹 靡所底止 为德不卒
扇风点火 鼓舞人心 振奋人心 请将不如激将 奋武扬威
音信杳无 杳无信息 杳无音讯 杳无影响 杳无音耗
诗礼传家 孔思周情 半部论语治天下 禅世雕龙 诗云子曰
付之丙丁 付诸一炬 火急火燎 付之一炬 厝火燎原
以肉啖虎 割肉饲虎 狼吞虎噬 以肉餧虎 以肉喂虎
利灾乐祸 遇难呈祥 遇难成祥 幸灾乐祸 人逢喜事精神爽
引鬼上门 狼奔鼠偷 丑类恶物 兴妖作怪 狐群狗党
大有作为 同德协力 大政方针 使智使勇 有所作为
明赏不费 富在知足 敬事后食 乐不可极 知足不辱
猿悲鹤怨 猿惊鹤怨 猿啼鹤唳 猿啼鹤怨 鹤唳猿声
不爽毫发 巨细无遗 无际可寻 完好无缺 分毫不爽
佯轮诈败 一败涂地 投卵击石 星落云散 锐挫气索
浮收勒折 浮收勒索 强而后可 急敛暴征 横抢硬夺
没精打彩 萎糜不振 槁形灰心 垂首丧气 垂头搨翼
填街塞巷 七嘴八张 七言八语 人烟浩穰 人烟稠密
入地无门 上天无路，入地无门 如蹈水火 艰难困苦 穷途末路
搬唇弄舌 搬口弄舌 使嘴使舌 条三窝四 掉舌鼓唇
楚楚可爱 赫赫巍巍 离离矗矗 极天际地 俱收并蓄
悔其少作 富于春秋 绮纨之岁 乳臭未除 黄锺瓦缶
一无所求 无羐无碍 多管闲事 免开尊口 无所忌讳
七手八脚 慌手慌脚 马仰人翻 鸦飞雀乱 纷纷拥拥
积本求原 推本溯源 叩源推委 极本穷源 归根到底
取而代之 易地而处 以桃代李 冒名顶替 将李代桃
秉公办理 遇物持平 秉公无私 秉公任直 斠若画一
诡诞不经 诞幻不经 诞谩不经 诞罔不经 诞妄不经
炳如日星 去暗投明 交相辉映 人人皆知 举世瞩目
恶语伤人 恶语中伤 恶语相加 恶言詈辞 破口大骂
交臂失之 失诸交臂 当面错过 相失交臂 时运不济
顺时而动 从心所欲 随人作计 随物应机 逐机应变
正直无私 公正无私 守正不挠 公尔忘私 正直无邪
忧谗畏讥 池鱼之虑 心事重重 心惊肉跳 心乔意怯
悬灯结彩 张灯结彩 挂灯结彩 张灯结采 披红戴花
攀高接贵 巴高望上 高情远意 高情远韵 攀高结贵
昼警夕惕 昼干夕惕 慎始敬终 一日三省 敕始毖终
挤眉溜眼 目挑眉语 挑牙料唇 见貌辨色 谄词令色
遐尔闻名 驰声走誉 弛声走誉 名闻遐迩 鼎鼎大名
鲁卫之政 异口同音 一式一样 一班一辈 毫无二致
如手如足 手足之情 情重姜肱 灼艾分痛 煮粥焚须
鸷击狼噬 死生荣辱 百般折磨 戕身伐命 刳脂剔膏
云阶月地 云堦月地 月地云阶 仙山楼阁 步月登云
天真烂熳 天真烂漫 欢迸乱跳 生龙活虎 嬉皮笑脸
梯山架壑 陡壁悬崖 登山涉水 钻山塞海 山高水险
干霄蔽日 黑天摸地 暮夜无知 渺无人烟 黑家白日
计无所出 计无由出 计穷势蹙 计无所之 计无付之
满脸春风 满脸春色 载欢载笑 齿牙春色 神怿气愉
飘风苦雨 凄风寒雨 凄风楚雨 雨僝云僽 马毛猬磔
一往情深 魂飞目断 坐上琴心 满腔热忱 久怀慕蔺
长恶不悛 长恶靡悛 稔恶不悛 造恶不悛 为恶不悛
调舌弄唇 鼓吻弄舌 膏唇试舌 恬言柔舌 张嘴挢舌
千里结言 一面之缘 异地相逢 邂逅相逢 遥遥在望
没卫饮羽 似箭在弦 强弩之末 矢不虚发 力不能支
一悲一喜 悲喜交集 转悲为喜 乐往哀来 转忧为喜
